chr	start	end	rho	corr	h2_1	h2_2	var	p	m	q	bonferroni
16	59045405	60745693	0.0002610977861257		0.000187768249906	-5.5355498166982425e-05	3.9778880140352985e-08	0.1904963034694311	2860	0.8960186240750527	False
6	39295677	40345114	0.0002095787790494	1.55161413072375	0.0001695955748286	0.0001075753192026	2.5756517273362422e-08	0.1915928922381724	1584	0.897431722720889	False
2	152486782	154005055	0.0002313934357749		0.0003501807245686	-8.977084008553963e-05	3.1496632506761174e-08	0.1922935956309099	2324	0.897431722720889	False
7	105682905	107780177	0.0002727470070368	1.7985059058682011	4.411211289419192e-05	0.0005213608192285	4.3788857732828554e-08	0.1924377565082209	3297	0.897431722720889	False
2	16329735	18647422	0.0002999527802728		0.0003314727502152	-0.0004342165022625	5.3072917372927654e-08	0.1929108237886481	3959	0.897431722720889	False
9	6557589	7154922	0.0001931317249919		0.0002562249092951	-0.0001561325995344	2.2055378078189687e-08	0.1934440059896037	1584	0.8974533392632434	False
4	43965045	45189156	0.0001892576205622	1.4045324085380853	0.000185609080869	9.782368121474226e-05	2.132733172814708e-08	0.1949959320677481	2561	0.8996362599509162	False
17	1172399	1928730	0.0002245517353037	0.6885368722686914	0.0004563500499117	0.0002330667520487	3.0071748257062845e-08	0.1953538580507136	1629	0.8996362599509162	False
11	126311320	127316678	0.0002029078231796	0.3567375318572682	0.0005752092231818	0.0005624373273168	2.462767049126071e-08	0.196022798245129	2099	0.8996362599509162	False
8	32977218	35317231	0.0002024773150742	1.7842194652312182	0.0004173101370914	3.086009551561417e-05	2.4556627244515472e-08	0.1963267522664878	3312	0.8996362599509162	False
7	101199253	103197509	-0.0002395855049073	-1.3142070354043167	0.0001817137727548	0.0001828966108388	3.4440885315111844e-08	0.1967066216263187	2559	0.8996362599509162	False
3	1441779	2992119	0.0003726851292307	1.5705552222594223	0.0008290585035746	6.791919461425971e-05	8.399091101586852e-08	0.1984586154656192	4456	0.8996362599509162	False
22	26791628	27834751	0.0003418594220243	0.6878498293479166	0.0001364438082515	0.0018103144081337	7.069121852160886e-08	0.1985217599760566	2543	0.8996362599509162	False
14	34846251	35859592	0.0001955256208749	1.2225924595607007	0.0002947535537092	8.677305174383904e-05	2.3169992429445386e-08	0.1989602180776246	2004	0.8996362599509162	False
5	73759326	75798865	0.000262628631358	1.5874619379503767	0.0002618116421035	0.0001045414558787	4.190175176239242e-08	0.1994927754920136	3353	0.8996362599509162	False
10	50840915	53616628	0.0002407870306282		0.0002517064419427	-3.246339352614857e-05	3.5305557582904417e-08	0.2000254092555755	3117	0.8996362599509162	False
4	103221356	105305293	0.0001923663326609	0.8895364200964473	0.0005938265193442	7.87537194955798e-05	2.2550925835511172e-08	0.200195999832513	2745	0.8996362599509162	False
5	134777401	136376049	0.0002158632613128	1.125438801545871	0.0002428243544457	0.0001515030783477	2.8416974229350463e-08	0.2003587386812254	2578	0.8996362599509162	False
5	77623332	79393143	0.0002529522628886		0.0003588974452115	-6.118478860814408e-05	3.909787140762594e-08	0.2008022040762057	2756	0.8996362599509162	False
10	65794114	67549614	0.0002080466361981	1.835885566213386	4.882788801021552e-05	0.0002630039323329	2.6524072257323e-08	0.2014468610462986	2967	0.9001493948858291	False
17	1928731	3702311	0.0003047183507266	0.4720402019845965	0.0008032660171846	0.0005187759673591	5.7211682369705934e-08	0.2026771169140305	3277	0.9024760139832484	False
1	165191702	166460516	0.000242799778898		0.0002811601890225	-4.9038772473349405e-06	3.640188975231801e-08	0.2031658413973213	2240	0.9024760139832484	False
6	45406563	47311897	0.000284487318991	0.6689383865599131	0.0002243644873046	0.0008061195818923	5.0062738829753606e-08	0.2035620219997551	2948	0.9024760139832484	False
8	7153079	9154693	0.0002518084561425	1.4207617363564429	0.0002980566675686	0.0001053899684848	3.937581981689149e-08	0.2044474381828041	2760	0.9040410157145868	False
21	34376999	35225464	0.000169243803755		0.0003685118272453	-0.0002998202470153	1.7838823841045584e-08	0.2050999482209915	1210	0.9040603549752944	False
18	11905440	14440798	-0.0003048969895434		0.0002977625639317	-8.501294093994508e-05	5.8002368326774614e-08	0.2055166649119338	4579	0.9040603549752944	False
12	41658586	43984473	0.0002753471124781	0.6742583209977977	0.0003280349506108	0.0005083798224735	4.743915113218556e-08	0.2061621304445778	4490	0.9045563242762096	False
17	43056905	45876021	0.0002770683822743	1.7051962342594074	0.0005612650578141	4.703890491588005e-05	4.8533566757982895e-08	0.2085120031449482	4378	0.9115048584822505	False
7	49212278	51675321	0.0002867180915077	1.498218053672232	0.0003574896147744	0.0001024464025033	5.215973039447693e-08	0.2093280264523301	4630	0.9115048584822505	False
14	67992317	71131956	0.0003452187622889		0.0003148310644164	-0.0001068570154385	7.562540687427495e-08	0.2093562395807289	5280	0.9115048584822505	False
17	69387817	72672202	0.0004505865416524	1.0045269992427222	0.0003217644742864	0.0006253096217553	1.2956320671951824e-07	0.210640203126215	6208	0.9125041078763556	False
4	128996665	130591884	0.0002035220828137		0.0003118336347271	-6.746950875247221e-05	2.644880024985071e-08	0.2107755486262629	2319	0.9125041078763556	False
6	100630146	102636771	-0.0002535756296805	-1.1059968547341317	0.0002170391542328	0.0002421972195009	4.1134073817141694e-08	0.2111979472293332	2683	0.9125041078763556	False
2	110572432	113921855	0.0002676413315081		0.0002397418401468	-0.0003770432759915	4.6148543069461984e-08	0.2128105916510412	3405	0.9164555848496098	False
14	83138097	84241632	0.0002065801966259	4.756529781197918	5.086324255650196e-05	3.708453938784335e-05	2.7539303413705632e-08	0.2131919646734958	2025	0.9164555848496098	False
4	77130707	79093978	0.0002344311482086		0.0001969955405502	-8.640113695138096e-05	3.5651123944677975e-08	0.2143873501870022	3634	0.9178227922399238	False
2	113921856	116772469	0.0002775792086781	0.8374611316991126	0.0002001839649403	0.0005488014630649	5.007607860039298e-08	0.2148169015796202	3970	0.9178227922399238	False
10	19716878	22772282	0.0002816711319158	0.7500740442775431	0.0001276427917434	0.0011047909528344	5.1634160720945915e-08	0.2151316085462248	4541	0.9178227922399238	False
9	86938196	88109332	0.0001926854646138	3.3342214536131727	6.7505788459412065e-06	0.0004947297326848	2.4365846481140693e-08	0.2170514651571443	1897	0.9219692224123817	False
15	67094767	69017998	0.0002573458368015	0.5536788104010893	0.0003605422319323	0.0005991869479167	4.3488914023861215e-08	0.2171894516872513	2966	0.9219692224123817	False
10	85458703	87937576	0.0002694466239181	1.029849355031193	0.0002145590707508	0.0003190444620002	4.8070086075975766e-08	0.219089404519175	4849	0.9232344420343114	False
5	93809984	95963518	0.0002442050223106		0.0001413716669496	-8.951898036099722e-05	3.956139061371529e-08	0.219531410162327	2822	0.9232344420343114	False
16	75977954	77523677	0.0002836366323921		0.0001881063742863	-0.0002258667535085	5.3373992865193025e-08	0.2195540672292167	3781	0.9232344420343114	False
5	14757804	16963612	0.0002567468886188	0.8500602946793676	0.0002471550478889	0.0003690977784048	4.387943494060896e-08	0.2203216941571445	2974	0.9232344420343114	False
18	66125817	67175819	0.0001825145259591		0.0001218951350863	-0.0002725989926433	2.2232458128991392e-08	0.2209285447305212	1594	0.9232344420343114	False
11	78355058	80722372	0.0002859398755849	0.8831912317840971	0.0005900551816881	0.0001776426820871	5.4613114199499126e-08	0.221117212570684	3953	0.9232344420343114	False
13	47431079	49383961	0.0002314179875377	3.706261209465183	1.690371544848593e-05	0.0002306428539425	3.5852687336295585e-08	0.2216384129550196	3091	0.9232344420343114	False
21	36524373	37870778	0.0002167187531218		0.0002272267769126	-0.0001977652871665	3.147141874739076e-08	0.2218490223201823	2520	0.9232344420343114	False
12	43984474	46024228	-0.0001970894675894	-0.738400606660129	0.0003018827009018	0.0002359959315741	2.6088528455713335e-08	0.2223809698421869	2544	0.9232344420343114	False
6	30798168	31571217	0.0006769487825404	0.6063959474336565	0.0013195872812055	0.0009444107493831	3.087970551795542e-07	0.2231472962306471	5386	0.9241563634137531	False
3	63669286	65273537	0.0002714480890247	0.4682338114057785	0.0008851803634123	0.0003796787262132	4.989085075513935e-08	0.2242593353875833	2895	0.9252155722791787	False
2	46482634	47318771	0.00020720872625	0.8255074612298116	0.0001902448725179	0.0003311777229312	2.9113931667363243e-08	0.224599441077398	1676	0.9252155722791787	False
4	86930609	87534647	9.937710177601452e-05	1.1936463518342562	0.0001060857205537	6.533777983299996e-05	6.709320353768163e-09	0.2250377098653126	675	0.9252155722791787	False
1	23086883	23920589	-0.0001503327467743	-3.2151360976475893	3.367611104258624e-05	6.492119862625361e-05	1.5394870949259175e-08	0.2256588016894625	1058	0.9255281286683752	False
2	8422147	10298468	0.0002819780988432		0.0004211219322032	-0.0002061808837303	5.4346146500884234e-08	0.2264439423032072	3436	0.9256396996534757	False
12	40816185	41658585	0.0001589698561764	1.4763981695464414	0.000113227143052	0.0001023934125055	1.738407461212857e-08	0.2279334722827315	1624	0.9256396996534757	False
6	120512128	121905675	0.0002273949762161	1.2218419675973264	0.000173507493373	0.0001996243060769	3.5643652109022345e-08	0.2284146340958558	2458	0.9256396996534757	False
12	6419753	8377535	0.0002705623237472	0.6037871614170142	0.0003641686876723	0.0005513968629898	5.0538059534582816e-08	0.228770090456677	2902	0.9256396996534757	False
1	239925314	240564090	0.0001946810281102		0.0003153202137403	-5.6316765692335295e-05	2.6182663895678538e-08	0.2289215591584269	1568	0.9256396996534757	False
2	19692404	21050489	0.0002528511435061		1.1054470576209302e-05	-2.729349183288793e-05	4.4254910958828484e-08	0.2293852763457499	2794	0.9256396996534757	False
19	44744108	46102696	0.0002366134278829		0.0001783211855575	-0.0001050575244443	3.877287431626103e-08	0.2295019514452964	2224	0.9256396996534757	False
12	110336719	113263517	0.000168266495428		0.0003868781294444	-4.3663138547281664e-05	1.9712143734734905e-08	0.2307302797670257	2077	0.9276961296178945	False
6	29737971	30798167	0.0005730084091841	0.8076176204293182	0.0011537140181784	0.0004363271627294	2.289588909321339e-07	0.2311045128553412	4137	0.9276961296178945	False
6	85209989	87069499	0.0002641995309193	0.8755106422008072	0.0001394218933544	0.0006531459665655	4.9201468924437705e-08	0.2336199461574968	3456	0.9299910752913699	False
6	28917608	29737970	0.0003557263504229	1.0744773924881454	0.0007423334455991	0.0001476517100402	8.973274947810633e-08	0.2350229857982114	1954	0.9299910752913699	False
11	97057058	98705064	0.0002095680445919	1.4591373003221018	0.0003497290821023	5.898289096724167e-05	3.116944689598003e-08	0.2352170614488319	3416	0.9299910752913699	False
7	11299198	12635460	0.0002738928055106	0.9289021234011816	0.000134943470027	0.0006442723067311	5.3249102255338766e-08	0.2352559092771962	3916	0.9299910752913699	False
4	80990297	82125314	0.0001406245343788	0.8128435195145961	0.0001283070223874	0.0002332694542186	1.4049109331735567e-08	0.2354583727652111	1313	0.9299910752913699	False
6	162931203	164383520	0.0002738098564545	0.4632794400918129	0.0004291588157042	0.0008139431318507	5.3408897267404446e-08	0.2360995249696598	3200	0.9299910752913699	False
20	58406572	59561723	0.0002113056185756	1.345981830503906	0.000159687311802	0.0001543381482675	3.18153046298409e-08	0.236152683522822	1922	0.9299910752913699	False
13	30483267	32301814	0.0002923676771328	1.0762218961364474	0.0003124198960178	0.0002362198468875	6.091910403183249e-08	0.2361962722039527	3473	0.9299910752913699	False
6	154974120	156763325	0.0003048095841569	3.1032081643040472	0.0001309551554523	7.367375713069225e-05	6.633006777784435e-08	0.2366055032543415	3139	0.9299910752913699	False
7	15143657	16902068	0.0002878248215057	0.7295401016440812	0.000107876946735	0.0014428776399931	5.93543679566901e-08	0.2374385274233081	3556	0.9311099759001782	False
4	45189157	47411895	0.0001869923100554	0.5371825871447986	0.000247830069472	0.0004889333281741	2.5214947214511445e-08	0.2389594429020455	2828	0.933074831897733	False
2	105125034	106210057	0.0001956416602594	1.9495113562626272	1.2641738835345384e-05	0.0007966440679296	2.7610841172633905e-08	0.2390386053448256	1896	0.933074831897733	False
9	31310383	32019367	-0.0001372652621713	-1.9130962889716976	0.0001594399006017	3.228870404521246e-05	1.3631918298060652e-08	0.2397303204010104	1638	0.9336286331213661	False
2	36122006	38132711	0.0002978889506706	0.4572089560439685	0.001113148695723	0.0003813521063215	6.455038517278745e-08	0.2410049039019048	3949	0.9349775117625284	False
3	14816900	16282441	0.0002009081758636	5.813910137010072	4.136197284109803e-05	2.887070215444284e-05	2.9383580760216367e-08	0.2411779447302635	2399	0.9349775117625284	False
13	75670143	77410554	0.0002469527050243		0.0002307929416506	-8.236452704663307e-05	4.476182227971689e-08	0.2431137366323167	3212	0.9386245869912251	False
4	165823448	167018857	0.0001909526243345		0.0002813105921261	-0.0001735095077436	2.6775351333588593e-08	0.2432242746031443	2261	0.9386245869912251	False
12	49001866	51776493	0.0002029198118428	0.8106894167263632	0.0005469887079712	0.0001145411486601	3.040103136169917e-08	0.2445029655292795	3148	0.9396528149385719	False
18	5834180	7090484	0.0002314844937873		0.0002787259763635	-0.0004832527736307	3.9578311879925866e-08	0.2445974936412537	2288	0.9396528149385719	False
14	78561945	80186578	0.0002135824109742	1.6570755267606747	0.000241447386926	6.880561057320955e-05	3.396306930041121e-08	0.246479482641617	2220	0.9438638825027786	False
17	47517400	49898956	0.0002943914307237	0.365213708296633	0.0007137038492302	0.0009104123670524	6.47523506742869e-08	0.2473115058897027	3406	0.9438638825027786	False
7	68234074	69085363	0.0001606434959029	0.8605372814736534	0.000106268561419	0.0003279307266303	1.9285146006325517e-08	0.2473612648490792	1645	0.9438638825027786	False
5	75798866	77623331	0.0002407182975489	0.5728634614023553	0.0002964667299654	0.0005955798524094	4.3523792362899235e-08	0.2485656105364158	3033	0.9462580358759547	False
19	32746520	34262951	-0.0002234362227536	-0.5309780019845166	0.000371201180199	0.000477028971038	3.758395915734767e-08	0.2491032638613379	3097	0.9462580358759547	False
2	128034347	129474440	0.0002043898197026		7.970237754635586e-05	-9.778288485246774e-05	3.156731963108883e-08	0.2499883927442738	2464	0.9475006492852164	False
1	49894177	51713725	0.0001367694570085	1.2851362918475515	0.0001601080201902	7.074028121458085e-05	1.41942931175826e-08	0.2509790942966222	1333	0.9491369757587182	False
3	126214943	128194860	0.0002151710021385		0.0004450761980034	-0.0001273431459707	3.5312380961372443e-08	0.252193042700538	3003	0.9516084144566966	False
2	50818928	52491132	0.0002273756163259	0.5732320210007774	0.0002272637755182	0.0006923037382088	3.9543771894426005e-08	0.2528652809288068	2921	0.9520293725434898	False
17	45876022	47517399	0.0002085214976787	1.4907550397249756	0.0001906087426545	0.0001026470049712	3.3492601389786135e-08	0.2545361590543993	2543	0.9561999957397567	False
3	20091348	21643706	0.0002531223531212	1.4749989462492934	7.258199312470575e-05	0.0004057408067659	4.9635473507774443e-08	0.2558951695878207	3520	0.9568642434902306	False
16	5891580	6893550	0.0002819886670608		0.0007691717916638	-8.982751723454756e-05	6.163991569251109e-08	0.2560416211565189	2849	0.9568642434902306	False
1	241582220	242071601	0.0001483316919677	2.2105297585536374	0.0001518109948608	2.9660054397287765e-05	1.7127240006406986e-08	0.2570385906564794	948	0.9568642434902306	False
10	119523934	120591352	0.000179751820055		6.269134996493689e-05	-0.000329874725297	2.5193453260644186e-08	0.2574338874500069	1724	0.9568642434902306	False
3	54081390	55348859	0.0002260757085167	0.4841704011824023	0.0004415444283765	0.0004937838935648	3.9868090411611934e-08	0.2575306002797617	2413	0.9568642434902306	False
15	31591821	32441810	0.0001540055027066	2.6321677705334374	6.763134234555611e-05	5.061710888692619e-05	1.8598291770210413e-08	0.2587818474112237	1270	0.9593863122846075	False
1	210787750	212842329	0.0002617465590069	0.9513861156676924	0.0002288874330812	0.0003306940608034	5.3995797316737734e-08	0.2599870731520999	3378	0.9593863122846075	False
5	71240456	73759325	0.0002684106660997	2.231183979170579	6.278814420580761e-05	0.0002304894899723	5.6944760100247025e-08	0.2606764528617321	4182	0.9593863122846075	False
8	2042942	2573278	0.0001647541697972	3.0322622511703368	0.0002174169360176	1.3578316897148675e-05	2.1485290676882517e-08	0.261013589214754	1435	0.9593863122846075	False
1	14891511	16897729	0.000276703575974	1.589120385501912	9.625363887181328e-05	0.0003149914667681	6.096972014717764e-08	0.2624504152557645	4065	0.9593863122846075	False
12	102964986	104848695	0.0002412587701005		0.0010623480915375	-4.566289545879168e-05	4.6457852597588855e-08	0.2630044379954801	3557	0.9593863122846075	False
14	56216880	57481261	0.0002099562239386		0.0004460279743811	-3.899977852960662e-05	3.5396653941023966e-08	0.2644403346607752	2457	0.9593863122846075	False
2	171226245	173138904	0.000218332837529		0.0003269520365805	-0.0002974087368147	3.829858920976088e-08	0.2645723095392844	2984	0.9593863122846075	False
1	4380811	5913892	0.0003085487056926		0.000413378740869	-9.52407383830908e-05	7.649142221297193e-08	0.26458365076826	3848	0.9593863122846075	False
13	58410626	59302270	0.000141095892872	0.628851447756786	0.0002148204895525	0.0002343456584994	1.601808070085172e-08	0.2649227428461058	1443	0.9593863122846075	False
6	40345115	42038720	0.0002720275127879	1.2952341681826731	0.0003590217627555	0.0001228593749002	5.976081039012066e-08	0.2658081223002687	2969	0.9593863122846075	False
17	67858770	69387816	0.0002324165321949	3.6390108518660393	0.0001021156229573	3.994616958409203e-05	4.3649507125082926e-08	0.2659481903612668	2938	0.9593863122846075	False
11	27020461	28481592	0.0001451177754997	0.3805306334793518	0.0004367151392602	0.000333014948935	1.7030391635588642e-08	0.2661342887827995	1673	0.9593863122846075	False
12	67181144	67909728	-0.0001449868124105	-0.4242352164497461	0.000213537400297	0.0005469776968492	1.7067284050157517e-08	0.2670834866740029	1345	0.9593863122846075	False
11	24088517	26045752	0.000207181730081		0.0004733138714004	-0.0001842775950517	3.48752728720801e-08	0.2672527203295669	4709	0.9593863122846075	False
8	13944992	15991659	0.0002993848689465	0.434365358579015	0.0004373747922184	0.0010861644409193	7.2857649264364e-08	0.2673632902298049	5577	0.9593863122846075	False
12	69826542	70957986	0.0001916204309276		0.0003091698308179	-2.1047726154307495e-05	2.9967272245016384e-08	0.2683263453635769	2454	0.9593863122846075	False
14	81579714	83138096	0.0001990874179497	1.5788381280062471	0.0002020385569351	7.870062089456294e-05	3.2355476026618745e-08	0.2683795632127141	2419	0.9593863122846075	False
14	44543227	46081895	-0.0001691764097851	-1.5101554580488286	0.000119203968227	0.0001052799287098	2.3653793616442344e-08	0.2713357443798165	2082	0.9625997396749559	False
15	42776399	44198048	0.0001108764771754		0.0004329301999871	-5.203342569240024e-05	1.0184764018935186e-08	0.2719157112048553	1014	0.9625997396749559	False
14	94325285	95750866	0.0002767558233485		6.119012571911375e-05	-0.0001829238514514	6.350426826224118e-08	0.2721018541251914	3600	0.9625997396749559	False
13	88559882	90521310	0.0001898576596203	0.9402482749705062	0.0001376922314609	0.0002961158929235	3.0004002376349394e-08	0.2730478810535688	3227	0.9625997396749559	False
9	126971887	129059664	0.0001805985921178		0.0002128508162008	-0.0001646022820186	2.7160267930885244e-08	0.273148594086997	2207	0.9625997396749559	False
3	188856214	190226606	0.0002338633653943		0.0002723185004011	-0.0001520272884299	4.560970522295876e-08	0.2734951596218603	3103	0.9625997396749559	False
1	91886317	93536458	0.0001912775773648		0.0003211338635549	-2.7900662880684504e-05	3.064663926831389e-08	0.2745568227157101	2380	0.9625997396749559	False
11	98705065	100417168	0.0002274909441608	0.9830382630549132	0.0001745558566709	0.0003067983057344	4.3428873557796826e-08	0.2749964625173907	3874	0.9625997396749559	False
3	186890344	188856213	0.0002590042943108		0.0004938491918122	-0.0001216448179862	5.6316199153455225e-08	0.2750898967123425	3052	0.9625997396749559	False
10	112561493	115328431	0.0002301151487616	0.5922454597454981	0.0005215251093352	0.0002894754359372	4.4485170800217495e-08	0.2752587027608836	3925	0.9625997396749559	False
9	72753755	74253039	0.0001810396709842	0.6744934651554463	0.0003647465223774	0.0001975153491312	2.756353963080444e-08	0.2755144131225139	2577	0.9625997396749559	False
8	10422	1044216	0.0002023691516207	0.5323635516595575	0.0003659969639472	0.0003948157885691	3.4591145693307596e-08	0.2765586749367195	2088	0.9642641273974326	False
4	27965868	29762207	0.0002109091602875		0.0002516791793184	-6.311747940143463e-05	3.7725542799841396e-08	0.2775366670029081	3800	0.9651954467463107	False
19	18409862	19877470	0.0001555520404963		0.0015142897906085	-0.0001241105390757	2.0557298349468264e-08	0.2779626463244676	1939	0.9651954467463107	False
1	188759945	189904129	-0.0001283819148595	-1.651199044318021	0.0001113021761162	5.431317427713165e-05	1.4071124994889722e-08	0.2791283453031927	1457	0.9664651357682537	False
2	78079264	80050402	0.0002464246903048	0.6722914119975201	0.0003399114057922	0.000395264284733	5.2236438566835275e-08	0.2809466030540007	3911	0.9664651357682537	False
1	191868930	194107441	0.0002084626861872	9.51455596349339	0.0004516909514306	1.0627673871616268e-06	3.738996331243578e-08	0.2809982546058647	3229	0.9664651357682537	False
19	8347513	9238392	0.0001609625458428		6.351428314607352e-05	-4.2742260550695526e-05	2.2348671450697253e-08	0.2816095882990297	1547	0.9664651357682537	False
8	72289454	73817198	-0.0002148513785405		-5.332333377941436e-05	-3.402554552070408e-05	3.9829647669108035e-08	0.2816805686984472	3122	0.9664651357682537	False
9	109298754	110695061	-0.0002181759838737	-1.1483620004543391	0.0002223936217708	0.0001623057599037	4.1124888517562763e-08	0.2819911861877011	2386	0.9664651357682537	False
2	10298469	12419149	0.0003068843227811	1.1552594889637513	0.0003746431189799	0.0001883530065372	8.147959092911005e-08	0.2823283845256576	4890	0.9664651357682537	False
3	175116539	176320286	0.0001577109055776	0.9409561171737452	0.000258871597829	0.000108517631602	2.1568573941298783e-08	0.282881727018152	2093	0.9664651357682537	False
13	96087558	97519209	0.0001489688138483	0.5598836541437956	0.0004367764050795	0.000162082442695	1.9341760249109533e-08	0.2841052384055346	1778	0.9683403598007101	False
8	20060856	21661736	0.0002365404709543		0.0003615135870786	-0.0002155475128288	4.8860345694845826e-08	0.284571165807158	3254	0.9683403598007101	False
12	78570570	80448149	-0.0001522759570837		0.000161885548634	-6.589104564764628e-05	2.0347442025344644e-08	0.2857366350326078	1935	0.9703616125707362	False
7	128778386	130422413	-0.0001888520933097	-0.8112098624367314	9.067597895283394e-05	0.0005977022753033	3.142047955273713e-08	0.2866919539835613	2401	0.9705360324572596	False
9	72512711	72753754	7.439043622915477e-05	0.5787456012578291	0.0001302712007769	0.0001268266111792	4.880165061498271e-09	0.2869311474049142	459	0.9705360324572596	False
15	99244059	100636846	0.0002353589822601	1.6104684124692248	0.0001087552831246	0.0001963843019723	4.911373485094658e-08	0.2882303787726316	2912	0.9712121807476888	False
12	113986709	115036601	0.0002076183722631	11.592562600464394	3.4860901327102237e-05	9.2009792758704e-06	3.82860311010492e-08	0.2886563448434626	2450	0.9712121807476888	False
4	48123600	53877432	0.0001494544239768		0.0001357724251871	-5.272723078779661e-05	1.985499187245338e-08	0.2888469677724281	2438	0.9712121807476888	False
4	139556511	141084630	0.0001960355358926	0.4251497508172673	0.0004552636770956	0.0004670063103268	3.441624225753787e-08	0.2906470012393229	2304	0.9714831321269022	False
1	222230220	224938519	0.0002600408370763		0.000475871826202	-1.8056289672652e-05	6.057487355277631e-08	0.2907111861523351	3780	0.9714831321269022	False
8	121201700	124861458	0.0002923509293527	0.8282453420635858	0.0001159565972625	0.001074472960218	7.65880330267769e-08	0.2907903622991777	5839	0.9714831321269022	False
4	27343722	27965867	0.0001272871668234		0.0001337848115408	-3.7722882869006434e-05	1.4572797944416746e-08	0.2916912102022566	1208	0.9714831321269022	False
10	26888684	29323235	0.0002323890756026	1.254384098744621	0.0003094087330723	0.0001109271281012	4.8593674552565695e-08	0.2917882198967727	5022	0.9714831321269022	False
12	76511314	78570569	0.0002293161180352		0.0001926057515115	-0.0001971974257437	4.796663543818709e-08	0.2950792624465729	3656	0.9805177840201189	False
4	167018858	167852916	0.000122049382771	1.2767955483374829	6.337647314442818e-05	0.0001441784618283	1.3621798439828629e-08	0.2956870475094768	1532	0.9806183724044757	False
4	154477641	155056125	-0.0001443283410064	-0.2686277555157024	0.000323199524003	0.000893163074377	1.9104768233334353e-08	0.2963961545468776	1174	0.9810539384417118	False
6	118963115	119963277	0.0001667373088268	0.6269454121056487	0.0002305527323007	0.0003067862172795	2.557466675656552e-08	0.297122382289174	1655	0.9815443679513958	False
4	31782981	33172765	0.000161053993429	1.5386769642679627	0.0001855665092933	5.90402915686419e-05	2.4249742712045008e-08	0.3010277630700936	3015	0.9846961081902242	False
21	40482902	41389526	0.000159083724039		0.0002838968840053	-1.871817480239807e-05	2.36991684726206e-08	0.3014270563350805	2323	0.9846961081902242	False
3	141339097	143164627	0.0002012063446854	2.34882675716682	0.0001101196259682	6.663718518048663e-05	3.791288358608349e-08	0.3014392248432421	3016	0.9846961081902242	False
8	25483454	26682524	0.0002084154319356	0.5739303375107933	0.0002384286483332	0.0005530736209721	4.0709488510031176e-08	0.3016242371471431	2697	0.9846961081902242	False
5	165642395	166847739	-0.0001814927364673	-0.2534912005235117	0.0004693741418857	0.0010921280480562	3.0932967422144144e-08	0.3021068942303676	1894	0.9846961081902242	False
2	75630086	76913660	0.0001913017258432		0.0003751540136455	-0.0003241798037649	3.4428238529489353e-08	0.3025376791161536	2473	0.9846961081902242	False
1	38731847	40200566	-0.0001941553838852		0.0006202491013601	-0.0002041280197233	3.553879421214734e-08	0.3030535712635851	2054	0.9846961081902242	False
15	69017999	70133340	0.0001494908248848	1.5495276048994695	0.000117772468448	7.902903222275252e-05	2.1130430751084658e-08	0.3037636067531433	1216	0.9846961081902242	False
3	26877769	27840909	0.0001345039624981	2.2245552996492566	9.06302660369306e-06	0.000403376404405	1.7109050527927625e-08	0.3038061828422668	1705	0.9846961081902242	False
6	97842284	100630145	0.0002602090624486	2.68622359239518	0.0002690249020025	3.4879322117614235e-05	6.418060464202967e-08	0.3043647082994353	3978	0.9846961081902242	False
12	115503216	117087470	-0.0002389971456541		4.5571617571845227e-05	-0.0002654047137048	5.416359581621984e-08	0.3044555104828432	2887	0.9846961081902242	False
2	28598777	29217558	0.0001330187943388		0.0002309826007799	-1.061433253700732e-05	1.684334025432241e-08	0.3053909940947453	1080	0.9858439315073716	False
10	53616629	55103571	0.0001871855074401	0.5668003263244237	0.0001206813464642	0.000903741263409	3.35157349468031e-08	0.3065615415775889	3261	0.987744777227222	False
17	64800430	67858769	0.0002830277861823	0.7407913402413684	0.0002725011332169	0.0005356708853707	7.704833229652248e-08	0.3078985714387866	4668	0.9886506610352769	False
3	168580960	170964908	0.000220614293059		0.0004545816626027	-0.0002156586873721	4.6834663193273295e-08	0.3080071847394944	3434	0.9886506610352769	False
18	31780067	33861963	-0.0001794397153497		0.0003950012506195	-5.2034084854113194e-05	3.1301247867987596e-08	0.3104715758030342	2844	0.9946806334217964	False
2	14335308	16329734	0.0002199018996641		0.0002427653764285	-6.415987211790138e-05	4.7310313240738584e-08	0.3120165258746189	3576	0.9975224283743878	False
11	94242260	95726040	0.000166410261249	1.465225556582637	0.0001161267270466	0.0001110756974231	2.723298828785651e-08	0.3132629010824806	2153	0.9975224283743878	False
1	23920590	25516844	0.0002133110771548	0.5798718896864689	0.0001121795979444	0.0012062819413058	4.49328800079e-08	0.3142670372156938	2439	0.9975224283743878	False
14	95750867	96262414	0.0001699216915816	2.0924196762771623	1.1206725084765773e-05	0.0005884659475646	2.852472880356797e-08	0.3143709097948675	1413	0.9975224283743878	False
1	242071602	244109498	0.000243208968124	0.3159858189235338	0.0013306514620252	0.0004452046276694	5.8639747746294395e-08	0.3152116633503729	3405	0.9975224283743878	False
11	74412351	76797208	-0.0001844729042907		0.0003696020285673	-0.0001875595728819	3.376804264909247e-08	0.3154388653103938	3156	0.9975224283743878	False
1	235819436	237555627	0.0002250220006043	5.533952351029737	6.215147810036329e-05	2.660281967799171e-05	5.0295239997100856e-08	0.3156818970479659	3397	0.9975224283743878	False
