chr	start	end	valid_n	missing_pattern
14	105001723	106340357	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
14	106340358	107289453	2	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD
15	20001200	21131603	0	none
15	21131604	24195126	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	24195127	25108589	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	25108590	27298111	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	27298112	29338501	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	29338502	30165567	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	30165568	31591820	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	31591821	32441810	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	32441811	34015424	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	34015425	35083250	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	35083251	37456501	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	37456502	38530776	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	38530777	40384131	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	40384132	41177513	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	41177514	42776398	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	42776399	44198048	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	44198049	46618786	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	46618787	48136047	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	48136048	50008042	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	50008043	51677559	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	51677560	53069095	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	53069096	54508527	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	54508528	55136268	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	55136269	56901772	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	56901773	58441365	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	58441366	59694115	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	59694116	61265835	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	61265836	63215221	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	63215222	65104667	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	65104668	67094766	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	67094767	69017998	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	69017999	70133340	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	70133341	71922648	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	71922649	73628713	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	73628714	76398623	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	76398624	78516052	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	78516053	80860977	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	80860978	84260467	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	84260468	86652904	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	86652905	88369942	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	88369943	90475550	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	90475551	92164391	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	92164392	93780901	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	93780902	94924329	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	94924330	96141595	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	96141596	98030909	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	98030910	99244058	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	99244059	100636846	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	100636847	101552693	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
15	101552694	102520965	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
16	60054	1207205	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
16	1207206	2764828	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
16	2764829	4001195	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
16	4001196	5118344	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
16	5118345	5891579	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
16	5891580	6893550	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
16	6893551	7529120	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
16	7529121	8338518	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
16	8338519	9799418	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
16	9799419	10426031	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
16	10426032	11520160	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
16	11520161	12613097	12	P2_PGC_SCZ__ADHD+P3_FINNGEN_SCZ__ADHD+P4_PGC_SCZ__ASD+P5_FINNGEN_SCZ__ASD+P6_PGC_SCZ__OCD+P7_FINNGEN_SCZ__OCD+P8_PGC_SCZ__AN+P9_FINNGEN_SCZ__AN+P10_PGC_SCZ__AUD+P11_FINNGEN_SCZ__AUD+P12_PGC_SCZ__CUD+P13_FINNGEN_SCZ__CUD
